Num;"Date ouverture";"Resp ouverture";"Date saisie";"Respsaisie";Date r_solution;"Resp r_solution";Diff Open close;Mois;"Ncmde";"N≠ Facture";"Total net facture";Montant Net _ cr_diter;N client;"Cat_gorie client ";"D_nominationclient";Ref client;N≠bon retour;Identif. classement;N≠ fax client;N≠ tel  client;"Causelitige";Dep cause ltige;Description litige;;Nom du d_l_gue;Marque;Nom encodeuse;"Codearticle";D_nomination article;"Quantit_Produits";Description litige;Departement 1;Date action 1;Description 1;Check 1;Departement 2;Date action 2;Description 2;Check2;Close date;Check;Contr_le logistique ;Extra info;N≠ note de cr_dit;"Nouvellefacture";Code solution;"Date Relanc_";NCR MED NOMBRE;Dossier d_gat ;Ref dossier d_gats;Info NC transporteur 
2962;2/09/14;IMAN;14/10/14;IMAN;24/10/14;IMAN;cloture;2014/09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0040002649-7;0030028015-3;;;;;;
2963;10/10/14;AUDREY;14/10/14;AUDREY;14/10/14;AUDREY;cloture;2014/10;30023395;368646;2.084,05;;8084;3. PHARMA;PCIE DE LA COURONNE;;;D PH;0; ;6. Erreur admin;Commercial;Erreur cr_ation client;6. Erreur adminCommercialErreur cr_ation client;THOMAS CISTRIANI;FURTERER;;PLUSIEURS;PLUSIEURS;;;ADV;15/10/14;VOIR ACTION 2;;ADV;16/10/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;14/10/14;16/10/14;;;;40002326;30027122;11. NC + refac;;;;;
2964;5/08/14;IMAN;14/10/14;IMAN;;;94;2014/08;30021704;364016;;;2982;3. PHARMA;VOORUIT GROOTHANDEL GENEESMIDD;;;V GRO;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;GROSSISTE;N/A;;512295;A-DUO COUV CRAY LEV CLAIR;5;;ADV;15/10/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;15/10/14;Demande enlèvement transporteur;;27/10/14;;;;;;4. Nvlle cmde + NC;;;;;
2965;23/09/14;ENZA;14/10/14;ENZA;14/10/14;ENZA;cloture;2014/09;50004423;371962;217,62;;10045;3. PHARMA;PCIE LEJEUNE SA;;;L PH;0; ;2. Trop peu - Cr_diter;Transport;Casse;2. Trop peu - Cr_diterTransportCasse;DAMIEN PRANGER;AVENE;;PLUSIEURS;PLUSIEURS;;;ADV;15/10/14;VOIR ACTION 2;14/10/14;Transp;15/10/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);14/10/14;27/10/14;;;CLIENT REFUSE COLIS ABIMES EN RETOUR A NIVELLES A REEXPEDIER COR. CDE ;;0030027124-1;3. NC avec r_int_gration;;;;;
2966;15/09/14;IMAN;14/10/14;IMAN;27/10/14;IMAN;cloture;2014/09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0030028206-1;;;;;;
2967;9/10/14;ENZA;14/10/14;ENZA;14/10/14;ENZA;cloture;2014/10;30026613;375049;535,13;;9095;3. PHARMA;APOT ENGELEN;;;E PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;SOFIE VAN HOOF;AVENE;;517582;A-CC GEL NETT 200ML;1;;ADV;15/10/14;Cde +/- et refact T1 des produits livr_ en trop;14/10/14;Transp;15/10/14;Demande enlèvement transporteur;14/10/14;27/10/14;;;MANQUANT A LA LIVRAISON - COR. CDE A FAIRE;;0030027134-1;4. Nvlle cmde + NC;;;;;
2968;25/09/14;ENZA;14/10/14;ENZA;;;43;2014/09;PLUSIEURS- RAL;;513,8;513,8;3078;3. PHARMA;PHARMA GOEDERT;;201400647;G GRO;0; ;;;;;;;;;;;;;;;;;;;;;;24-oct;;;;;;;;;
2969;25/07/14;ENZA;14/10/14;ENZA;;;105;2014/07;30021254;363253;169,05;169,05;345050;3. PHARMA;FAMILIA RIXENSART 050;;201400649;E PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;THIERRY DELHALLE;DUCRAY - A-DERMA;;PLUSIEURS;PLUSIEURS;;;ADV;15/10/14;Facturation des produits livr_s en trop T1;14/10/14;Transp;15/10/14;Demande enlèvement transporteur;;27/10/14;;24-oct;RECU PREVENTE EN DOUBLE-RETOUR + NC A FAIRE;;;13. NC voir retour stock;;;;;
2970;31/07/14;ENZA;14/10/14;ENZA;14/10/14;ENZA;cloture;2014/07;30021592;363805;535,36;31,95;7055;3. PHARMA;HILDEGARD NV;;;H PH;0; ;2. Trop peu - Cr_diter;Picking;Erreur produit;2. Trop peu - Cr_diterPickingErreur produit;NADINE GRILLMAIER;DUCRAY - A-DERMA;;510495;C-EXO LT EMOL 400ML;3;;ADV;15/10/14;VOIR ACTION 2;14/10/14;Transp;15/10/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);14/10/14;27/10/14;;;MANQUANT A LA LIVRAISON CL DEMANDE NC;0040002430-8;;4. Nvlle cmde + NC;;;;;
2971;9/07/14;ENZA;14/10/14;ENZA;14/10/14;ENZA;cloture;2014/07;30019988;362010;808,14;;4042;3. PHARMA;PCIE SERVAIS;;;S PH;0; ;6. Erreur admin;Commercial;Erreur encodage;6. Erreur adminCommercialErreur encodage;REGINE BOUSSON;DUCRAY - A-DERMA;;516263;ZD-EXTRA DX SHP ECOFL400*;18;;ADV;15/10/14;VOIR ACTION 2;14/10/14;ADV;16/10/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;14/10/14;16/10/14;;;EXTRA DOUX ECOFL FACTURES A 23% AU LIEU DE 25% -NC + REFACT ;0040002431-7;0030027238-3;11. NC + refac;;;;;
2972;12/10/14;AUDREY;14/10/14;AUDREY;;;26;2014/10;30025769;373559;657,66;;10119;3. PHARMA;APOT LEGIEST;;2014000648;L PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;LAURE-ANNE VAN HEUVERSWYN;KLORANE;;PLUSIEURS;PLUSIEURS;330;;ADV;15/10/14;Facturation des produits livr_s en trop T1;;Transp;15/10/14;Demande enlèvement transporteur;;27/10/14;;;;;30027240;13. NC voir retour stock;;;;;
2973;10/07/14;IMAN;14/10/14;IMAN;14/10/14;ENZA;cloture;2014/07;3002099;362087;;;1783;5. DISTRIBUTEUR;PARA CORA CITY CONCORDE;NCR1400681;;C PH;0; ;6. Erreur admin;Commercial;Erreur encodage;6. Erreur adminCommercialErreur encodage;ANNA SECCHI;AVENE;;PLUSIEURS;PLUSIEURS;;;ADV;15/10/14;VOIR ACTION 2;14/10/14;ADV;16/10/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;14/10/14;16/10/14;;;ERREUR DE % SUR PRODUITS - NC + REFACT.;0040002434-7;0030027245-3;11. NC + refac;;;;;
2974;20/03/14;ENZA;14/10/14;ENZA;14/10/14;ENZA;cloture;2014/03;30011044;348757;116,19;21,48;4042;3. PHARMA;PCIE SERVAIS;;201400650;S PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;VALERIE SMAL;FURTERER;;649625;F-OKA PC SPR 150ML;3;;ADV;15/10/14;Facturation des produits livr_s en trop T1;14/10/14;Transp;15/10/14;Demande enlèvement transporteur;14/10/14;27/10/14;;;PAS CDE RETOUR + NC // DOUBLE LITIGE AVEC N≠ 2933 ;0040002432-7 - NC ANNULER ( 0030028395-3 )CAR DOUBLE AVEC 40002422-7;;13. NC voir retour stock;;;;;
2975;19/06/14;ENZA;14/10/14;ENZA;14/10/14;ENZA;cloture;2014/06;30016334;359961;74,32;39,85;4042;3. PHARMA;PCIE SERVAIS;;201400651;S PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;DAMIEN PRANGER;AVENE;;518771;A-TRIX+ BME 400ML;4;;ADV;15/10/14;Facturation des produits livr_s en trop T1;14/10/14;Transp;15/10/14;Demande enlèvement transporteur;14/10/14;27/10/14;;24-oct;PAS RECU - RECU TRIXERA GEL NET A LA PLACE RETOUR + NC;0040002433-8;0030027239-1;13. NC voir retour stock;;;;;
2976;18/09/14;IMAN;14/10/14;IMAN;;;50;2014/09;50003884;371093;;;5072;3. PHARMA;LONDON PHARMA;;;L PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;PATRICIA DUPONT;AVENE;;521253;A-XERAC CR DFI 200ML;;;ADV;15/10/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;15/10/14;Demande enlèvement transporteur;;27/10/14;;;;;;4. Nvlle cmde + NC;;;;;
2977;3/06/14;ENZA;14/10/14;ENZA;14/10/14;ENZA;cloture;2014/06;30016873;358060;654,29;15,23;1783;5. DISTRIBUTEUR;PARA CORA CITY CONCORDE;NCR1400502;;C PH;0; ;2. Trop peu - Cr_diter;Picking;Erreur produit;2. Trop peu - Cr_diterPickingErreur produit;ERIC SPELTINCKX;KLORANE;;518179;K-BB GEL DOUC MOUS 500ML;3;;ADV;15/10/14;VOIR ACTION 2;14/10/14;Transp;15/10/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);14/10/14;27/10/14;;;MANQUANT A LA LIVRAISON CLIENT DEMANDE NC;0040002435-8;;4. Nvlle cmde + NC;;;;;
2978;13/10/14;ENZA;14/10/14;ENZA;14/10/14;ENZA;cloture;2014/10;30024013;370164;458,63;22,24;1783;5. DISTRIBUTEUR;PARA CORA CITY CONCORDE;NCR1400876;;C PH;0; ;2. Trop peu - Cr_diter;Picking;Erreur produit;2. Trop peu - Cr_diterPickingErreur produit;THIERRY DELHALLE;DUCRAY - A-DERMA;;PLUSIEURS;PLUSIEURS;6;;ADV;15/10/14;VOIR ACTION 2;14/10/14;Transp;15/10/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);14/10/14;27/10/14;;;MANQUANT A LA LIVRAISON 3 X DIASEPTYL SOL + 3 X DERM INTIME CLIENT DEMANDE NC;0040002436-8;;4. Nvlle cmde + NC;;;;;
2979;13/10/14;ENZA;14/10/14;ENZA;14/10/14;ENZA;cloture;2014/10;80001409;372152;754,53;;1783;5. DISTRIBUTEUR;PARA CORA CITY CONCORDE;NCR1400878;;C PH;0; ;6. Erreur admin;Commercial;Erreur encodage;6. Erreur adminCommercialErreur encodage;ERIC SPELTINCKX;KLORANE;;PLUSIEURS;PLUSIEURS;144;;ADV;15/10/14;VOIR ACTION 2;14/10/14;ADV;16/10/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;14/10/14;16/10/14;;;PRODUITS FACTURE A -18% AU LIEU DE 32% - NC + REFACT;0040002437-7;0030027249-3;11. NC + refac;;;;;
2980;22/09/14;IMAN;14/10/14;IMAN;;;46;2014/09;30024864;371463;;;4683;3. PHARMA;PCIE DEMARET YSABEL;;;D PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;REGINE BOUSSON;DUCRAY - A-DERMA;;PLUSIEURS;PLUSIEURS;;;ADV;15/10/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;15/10/14;Demande enlèvement transporteur;;27/10/14;;;;;;4. Nvlle cmde + NC;;;;;
2981;14/10/14;AUDREY;14/10/14;AUDREY;;;24;2014/10;RETOUR PERIMER;;;;1658;3. PHARMA;PERIFAR CVBA (STOCKMAN);;201400652;;0; ;5. P_rim_s;Commercial;Demande de reprise;5. P_rim_sCommercialDemande de reprise;;;;;;;;Transp;15/10/14;Demande enlèvement transporteur;14/10/14;ADV;15/10/14;Etablir NC T8 entrepot 17;;27/10/14;;;;;;2. NC sans r_int_gration;;;;;
2982;16/09/14;IMAN;14/10/14;IMAN;22/10/14;IMAN;cloture;2014/09;30023436;370158;;;1491;3. PHARMA;APOT R. STAES;;;R PH;0; ;4. Excès - Cr_diter - enlevement;Transport;Erreur de Livraison;4. Excès - Cr_diter - enlevementTransportErreur de Livraison;SOFIE VAN HOOF;AVENE;;511367;A-SAR FORT CONCENTRE 30ML;;;Transp;15/10/14;Mail transporteur;;Transp;15/10/14;Demande enlèvement transporteur;;27/10/14;;;;;;13. NC voir retour stock;;;;;
2983;29/09/14;IMAN;14/10/14;IMAN;;;39;2014/09;30025728;373418;;;3622;3. PHARMA;APOT VAN WEMMEL;;;V PH;0;02/4607555;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;CHARLOTTE GHEKIERE;AVENE;ELECTRONIQUE;517538;A-CC GEL NETT 400ML;;;ADV;15/10/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;15/10/14;Demande enlèvement transporteur;;27/10/14;;;VOIR LITIGE 2891 ;;;4. Nvlle cmde + NC;;;;;
2984;30/09/14;IMAN;15/10/14;IMAN;;;38;2014/09;30015390;355442;;;5018;3. PHARMA;DE LINDEBOOM (MULLIE);;;D PH;0; ;2. Trop peu - Cr_diter;Picking;Erreur produit;2. Trop peu - Cr_diterPickingErreur produit;PATRICIA DUPONT;AVENE;;517050;D-DIASEPT SPR 125ML;;;ADV;16/10/14;VOIR ACTION 2;;Transp;16/10/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);;28/10/14;;;;;;4. Nvlle cmde + NC;;;;;
2985;18/09/14;IMAN;15/10/14;IMAN;23/10/14;ENZA;cloture;2014/09;50005931;370848;73,87;;2023;3. PHARMA;APOT VESALIUS BVBA;;;V PH;0; ;3. Excès - Facturer;Commercial;Erreur encodage;3. Excès - FacturerCommercialErreur encodage;CHARLOTTE GHEKIERE;AVENE;ELECTRONIQUE;523653;A-PROMO CICALF CR -2E;18;;ADV;16/10/14;Mail commercial;23/10/14;ADV;17/10/14;Etablir NC T7 (Clt A) + Refact T3 (Clt B) + Nvlle cmde T1 (Clt A);23/10/14;17/10/14;;;CL RECU 2 FOIS PREV CICALFATE - GARDE LES PRODUITS - MAIS CORRIGER LA FACTURE CAR % DIFF;0040002655-7;0030028027-3;9. Facturation - reçu en trop;;;;;
2986;7/08/14;ENZA;15/10/14;ENZA;15/10/14;ENZA;cloture;2014/08;30021932;364189;146,58;26,97;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;201400654;E GRO;0;015/290784;2. Trop peu - Cr_diter;Picking;Erreur produit;2. Trop peu - Cr_diterPickingErreur produit;GROSSISTE;N/A;;519501;A-TOL EXT CR DFI 50ML;3;;ADV;16/10/14;VOIR ACTION 2;15/10/14;Transp;16/10/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);15/10/14;28/10/14;;24-oct;PROD. NON RECUS - RECU CPI A LA PLACE RETOUR + NC + CDE COR.STOCK;0040002441-8;0030027367-1;4. Nvlle cmde + NC;;;;;
2987;9/09/14;ENZA;15/10/14;ENZA;15/10/14;ENZA;cloture;2014/09;30023642;368713;299,5;76,8;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;201400659;E GRO;0;015/290784;4. Excès - Cr_diter - enlevement;ADV;Erreur encodage;4. Excès - Cr_diter - enlevementADVErreur encodage;GROSSISTE;N/A;AMINA;PLUSIEURS;PLUSIEURS;24;;ADV;16/10/14;Facturation des produits livr_s en trop T1;15/10/14;Transp;16/10/14;Demande enlèvement transporteur;15/10/14;28/10/14;;24-oct;PAS CDE RETOUR + NC;0040002448-7;;13. NC voir retour stock;;;;;
2988;7/10/14;ENZA;15/10/14;ENZA;15/10/14;ENZA;cloture;2014/10;30026484;374740;200,64;50,65;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;201400661;E GRO;0;015/290784;4. Excès - Cr_diter - enlevement;ADV;Erreur encodage;4. Excès - Cr_diter - enlevementADVErreur encodage;GROSSISTE;N/A;AMINA;512624;K-GEL DCH ESCALE AZUR 200;18;;ADV;16/10/14;Facturation des produits livr_s en trop T1;15/10/14;Transp;16/10/14;Demande enlèvement transporteur;15/10/14;28/10/14;;24-oct;PRODUITS NON CDE RETOUR + NC;0040002462-7;;13. NC voir retour stock;;;;;
2989;9/09/14;ENZA;15/10/14;ENZA;15/10/14;ENZA;cloture;2014/09;30023663;368715;265,95;6,62;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;201400662;E GRO;0;015/290784;4. Excès - Cr_diter - enlevement;ADV;Erreur encodage;4. Excès - Cr_diter - enlevementADVErreur encodage;GROSSISTE;N/A;AMINA;512334;A-CRAYON SOURCIL BRUN;1;;ADV;16/10/14;Facturation des produits livr_s en trop T1;15/10/14;Transp;16/10/14;Demande enlèvement transporteur;15/10/14;28/10/14;;;PRODUIT NON CDE RETOUR + NC;0040002468-7;;13. NC voir retour stock;;;;;
2990;7/08/14;ENZA;15/10/14;ENZA;15/10/14;ENZA;cloture;2014/08;30021934;364191;572,87;;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;;E GRO;0;015/290784;6. Erreur admin;ADV;Erreur encodage;6. Erreur adminADVErreur encodage;GROSSISTE;N/A;AMINA;514504;D-KELUAL DS SHP 100ML;40;;ADV;16/10/14;VOIR ACTION 2;15/10/14;ADV;17/10/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;15/10/14;17/10/14;;;ERREUR DE REMISE 17% AU LIEU DE 23%;0040002506-7;0030027379-3;11. NC + refac;;;;;
2991;4/08/14;ENZA;15/10/14;ENZA;15/10/14;ENZA;cloture;2014/08;30021633;363893;351,25;;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;;E GRO;0;015/290784;6. Erreur admin;ADV;Erreur encodage;6. Erreur adminADVErreur encodage;GROSSISTE;N/A;AMINA;513914;A-FLD MAT HYDR 50ML;1;;ADV;16/10/14;VOIR ACTION 2;15/10/14;ADV;17/10/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;15/10/14;17/10/14;;;ERREUR DE REMISE 2% AU LIEU DE 20%;0040002511-7;0030027380-3;11. NC + refac;;;;;
2992;25/09/14;ENZA;15/10/14;ENZA;15/10/14;ENZA;cloture;2014/09;30021542-4;372661;39,67;;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;;E GRO;0;015/290784;2. Trop peu - Cr_diter;Picking;Erreur produit;2. Trop peu - Cr_diterPickingErreur produit;GROSSISTE;N/A;AMINA;515289;A-ELUAGE EMUL 30ML;3;;ADV;16/10/14;VOIR ACTION 2;15/10/14;Transp;16/10/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);15/10/14;28/10/14;;;PRODUITS NON LIVRE CL DEMANDE NC;0040002513-7;;4. Nvlle cmde + NC;;;;;
2993;29/08/14;ENZA;15/10/14;ENZA;15/10/14;ENZA;cloture;2014/08;30022963;367361;537,15;;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;;E GRO;0;015/290784;6. Erreur admin;ADV;Erreur encodage;6. Erreur adminADVErreur encodage;GROSSISTE;N/A;JONATHAN;510100;C-EXO CR EMOL 400ML;36;;ADV;16/10/14;VOIR ACTION 2;15/10/14;ADV;17/10/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;15/10/14;17/10/14;;;ERREUR DE REMISE 17% AU LIEU DE 20%;0040002514-7;0030027383-3;11. NC + refac;;;;;
2994;11/09/14;ENZA;15/10/14;ENZA;15/10/14;ENZA;cloture;2014/09;30023643-4;369301;250,66;;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;;E GRO;0;015/290784;2. Trop peu - Cr_diter;Picking;Erreur produit;2. Trop peu - Cr_diterPickingErreur produit;GROSSISTE;N/A;AMINA;522982;ZD-KELUAL DS SHP STICKE**;40;;ADV;16/10/14;VOIR ACTION 2;15/10/14;Transp;16/10/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);15/10/14;28/10/14;;;PRODUITS PAS RECUS CLIENT DEMANDE NC;0040002515-8;;4. Nvlle cmde + NC;;;;;
2995;14/07/14;ENZA;15/10/14;ENZA;15/10/14;ENZA;cloture;2014/07;30020662;362375;270,42;;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;;E GRO;0;015/290784;6. Erreur admin;ADV;Erreur encodage;6. Erreur adminADVErreur encodage;GROSSISTE;N/A;FLOR;PLUSIEURS;PLUSIEURS;9;;ADV;16/10/14;VOIR ACTION 2;15/10/14;ADV;17/10/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;15/10/14;17/10/14;;;ERREUR DE REMISE 17% AU LIEU DE 23%;0040002516-7;0030027388-3;11. NC + refac;;;;;
2996;24/07/14;ENZA;15/10/14;ENZA;15/10/14;ENZA;cloture;2014/07;30021101;363182;118,92;;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;;E GRO;0;015/290784;6. Erreur admin;ADV;Erreur encodage;6. Erreur adminADVErreur encodage;GROSSISTE;N/A;AMINA;523248;A-HUILE SPF30 200ML;12;;ADV;16/10/14;VOIR ACTION 2;15/10/14;ADV;17/10/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;15/10/14;17/10/14;;;ERREUR DE REMISE 17% AU LIEU DE 35%;0040002518-7;0030027389-3;11. NC + refac;;;;;
2997;4/07/14;ENZA;15/10/14;ENZA;15/10/14;ENZA;cloture;2014/07;30019633;361713;893,79;;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;;E GRO;0;015/290784;6. Erreur admin;ADV;Erreur encodage;6. Erreur adminADVErreur encodage;GROSSISTE;N/A;MAUREEN;514504;D-KELUAL DS SHP 100ML;40;;ADV;16/10/14;VOIR ACTION 2;15/10/14;ADV;17/10/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;15/10/14;17/10/14;;;ERREUR DE REMISE 17% AU LIEU DE 23% ;0040002519-7;0030027390-3;11. NC + refac;;;;;
2998;4/07/14;ENZA;15/10/14;ENZA;15/10/14;ENZA;cloture;2014/07;30019624;361712;946,9;;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;;E GRO;0;015/290784;6. Erreur admin;ADV;Erreur encodage;6. Erreur adminADVErreur encodage;GROSSISTE;N/A;MAUREEN;515289;A-ELUAGE EMUL 30ML;6;;ADV;16/10/14;VOIR ACTION 2;15/10/14;ADV;17/10/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;15/10/14;17/10/14;;;ERREUR DE REMISE 17% AU LIEU DE 20%;0040002521-7;0030027391-3;11. NC + refac;;;;;
2999;17/09/14;IMAN;15/10/14;IMAN;;;51;2014/09;30024091;370589;;;4142;3. PHARMA;HEIST-FARMA BVBA;;;H PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;LOTTE LEPAGE;AVENE;;511624;A-AKERAT 10 CR CORPS200ML;;;ADV;16/10/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;16/10/14;Demande enlèvement transporteur;;28/10/14;;;;;;4. Nvlle cmde + NC;;;;;
3000;27/08/14;IMAN;15/10/14;IMAN;24/10/14;IMAN;cloture;2014/08;60001555;366596;;;2123;3. PHARMA;PCIE FRENKEL;;;F PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;NADINE GRILLMAIER;DUCRAY - A-DERMA;;520373;D-PROMO ANAPHASE SHP 250#;;;ADV;16/10/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;16/10/14;Demande enlèvement transporteur;;28/10/14;;;;400002648;;4. Nvlle cmde + NC;;;;;
3001;3/10/14;IMAN;15/10/14;IMAN;4/11/14;AUDREY;cloture;2014/10;60001678;367503;;;8055;3. PHARMA;PCIE PETIT RY;;;P PH;; ;2. Trop peu - Cr_diter;Picking;Erreur produit;2. Trop peu - Cr_diterPickingErreur produit;REGINE BOUSSON;DUCRAY - A-DERMA;;523850;D-KERACN GEL 400ML;;;ADV;16/10/14;VOIR ACTION 2;;Transp;16/10/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);;28/10/14;;;voir litige 3075;;;4. Nvlle cmde + NC;;;;;
3002;13/10/14;AUDREY;15/10/14;AUDREY;27/10/14;IMAN;cloture;2014/10;80000935;372526;95,85;95,85;2349;3. PHARMA;BIOPHARM NV;;201400663;B PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;LAURE-ANNE VAN HEUVERSWYN;KLORANE;;PLUSIEURS;PLUSIEURS;;;ADV;16/10/14;Facturation des produits livr_s en trop T1;15/10/14;Transp;16/10/14;Demande enlèvement transporteur;15/10/14;28/10/14;;24-oct;;;0030028205-1;13. NC voir retour stock;;;;;
3003;15/09/14;IMAN;15/10/14;IMAN;4/11/14;AUDREY;cloture;2014/09;60001678;367503;;;8055;3. PHARMA;PCIE PETIT RY;;;P PH;0; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3004;22/09/14;IMAN;15/10/14;IMAN;;;46;2014/09;30024699;371394;;;1435;3. PHARMA;APOT M. BRUGHMANS BVBA;;;B PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;SOFIE VAN HOOF;AVENE;;PLUSIEURS;PLUSIEURS;;;ADV;16/10/14;Facturation des produits livr_s en trop T1;;Transp;16/10/14;Demande enlèvement transporteur;;28/10/14;;;;;;13. NC voir retour stock;;;;;
3005;30/09/14;IMAN;15/10/14;IMAN;;;38;2014/09;30025861;373876;;;10226;3. PHARMA;PHARMACIE DE MATTEO;;;D PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;DAMIEN PRANGER;AVENE;;527730;A-DE KIT OC 14;;;ADV;16/10/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;16/10/14;Demande enlèvement transporteur;;28/10/14;;;;;;4. Nvlle cmde + NC;;;;;
3006;18/07/14;IMAN;16/10/14;IMAN;;;112;2014/07;30020842;362795;;;4805;3. PHARMA;APOT PANORAMA BVBA;;;P PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;SOFIE VAN HOOF;AVENE;;;;;;ADV;17/10/14;Facturation des produits livr_s en trop T1;;Transp;17/10/14;Demande enlèvement transporteur;;29/10/14;;;;;;13. NC voir retour stock;;;;;
3007;18/09/14;IMAN;16/10/14;IMAN;;;50;2014/09;50000603;370875;;;2235;3. PHARMA;APOT JANSSEN NV;;;J PH;0; ;3. Excès - Facturer;Picking;Erreur de produit;3. Excès - FacturerPickingErreur de produit;ISABELLE IMSCHOOT;AVENE;;PLUSIEURS;PLUSIEURS;;;ADV;17/10/14;VOIR ACTION 2;;ADV;17/10/14;Nvlle cmde T1 ;;17/10/14;;;;;;9. Facturation - reçu en trop;;;;;
3008;26/09/14;ENZA;16/10/14;ENZA;30/10/14;ENZA;cloture;2014/09;30025660;372930;18.205,01;949,96;1076;3. PHARMA;GROUPE MULTIPHARMA;;201400665;M GRO;0; ;6. Erreur admin;ADV;Erreur encodage;6. Erreur adminADVErreur encodage;GROSSISTE;N/A;AMINA;514949;A-CLEAN EAU NETT 400ML;127;;ADV;17/10/14;VOIR ACTION 2;15/10/14;ADV;18/10/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;30/10/14;18/10/14;;24-oct;CLIENT CDE NV CODE EAU MICEL CLENANCE - RECU ANCIEN -RETOUR + NC A FAIRE;0040002717-8;;11. NC + refac;;;;;
